시도,시군구,읍면동,리,지번,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),소유별,취약지역지정사유,데이터기준일
경상북도,문경시,문경읍,평천리,산53임,36,47,53.145,128,7,36.244,사유림,"산지 사면의 유수 및 토사유출로 과거 피해이력이 있어 임시로 배수로를 시설하였으나, 구조가 불량함",2025-12-29
경상북도,문경시,문경읍,평천리,산67-1임,36,48,7.977,128,7,3.496,사유림,"2023년 산사태 피해 발생지로 계류의 종단 물매는 완만하나, 계류 내 전 구간에 걸쳐 유동가능 전석 및 유수의 흐름을 방해하는 전도목이 관찰됨.",2025-12-29
경상북도,문경시,문경읍,팔영리,산225임,36,45,38.413,128,7,52.93,사유림,"계류의 종단 물매가 급하고, 계류 내 토사 퇴적 및 다수의 구간에서 유동가능 전석이 관찰되어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,문경읍,관음리,산1-1임,36,48,18.609,128,10,31.982,사유림,"절취사면의 누구침식으로 인한 토사유출이 심각하게 진행중이며, 수목의 근주가 노출되어 전도 위험성이 있음.",2025-12-29
경상북도,문경시,문경읍,진안리,산45-1임,36,44,5.997,128,5,1.821,사유림,"유역면적이 넓고, 계류의 종단 물매는 매우 급하며, 계상에 큰돌 및 유동가능 전석이 상당량 산재해 있어 호우 시 하부 피해 우려됨.",2025-12-29
경상북도,문경시,문경읍,하초리,산20-7임,36,45,15.599,128,5,42.4,사유림,"본 계류는 황폐화가 진행되고 있는 유역으로 계류 내 퇴적물인 전석과 자갈이 퇴적되어 있고, 현재 부분적으로 세굴과 침식이 관측된다. 강우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부인가에 피해를 줄 수 있는 지역이므로 취약지역으로 선정함.",2025-12-29
경상북도,문경시,마성면,남호리,650-19구,36,42,15.799,128,6,39.6,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 하부에 다수의 인가 및 주요보호시설인 고속도로가 존재해 산사태 및 토석류발생시 타 지역에 비해 피해가 막심할 것으로 판단되어 취약지역으로 선정함.,2025-12-29
경상북도,문경시,마성면,정리,산35-1 임,36,41,25.199,128,5,29.7,사유림,대상조사지의 사면 일부 식생이 계류방향으로 전도되어 있어 잠재적인 위험성을 가지고 있음에 따라 재산 및 인명피해가 우려되는 지역이며 계류 내 전석 및 자갈의 분포는 상대적으로 낮지만 계류 내 유수로 인한 지속적인 침식 및 세굴이 반복적으로 이루어 질 것으로 예상되어 취약지역으로 선정함.,2025-12-29
경상북도,문경시,마성면,외어리,산38임,36,41,18.699,128,9,0.8,사유림,본 조사유역은 유출구를 중심으로 인가가 분포하고 있으며 집중호우시 다량의 계류수 유입에 따라 계류 내 적치되어 있는 퇴적물이 계류 하류로 이동하여 피해를 줄 가능성이 있으므로 취약지역으로 선정함.,2025-12-29
경상북도,문경시,마성면,상내리,316전,36,40,41.399,128,4,28.9,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 유역 영향권 내 인가밀집지가 존재하나 그에 따른 사방시설물이 없어 강우시 발생가능성이 높은 산사태 및 토석류에 무방비로 노출되어 발생 시 인명 및 재산피해가 클 것으로 예상됨.,2025-12-29
경상북도,문경시,문경읍,하초리,산46-2임,36,45,18.499,128,5,6.6,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 유역 영향권 내 인가밀집지가 존재하나 그에 따른 사방시설물이 없어 강우시 발생가능성이 높은 산사태 및 토석류에 무방비로 노출되어 발생 시 인명 및 재산피해가 클 것으로 예상됨.,2025-12-29
경상북도,문경시,문경읍,각서리,474-1 임,36,45,17.799,128,2,27.4,사유림,본 조사지역의 사면 일부 식생이 계류방향으로 전도되어 있어 잠재적인 위험성을 가지고 있음에 따라 재산 및 인명피해가 우려되는 지역이며 계류 내 전석 및 자갈의 분포는 상대적으로 낮지만 강우로 인한 지속적인 침식 및 세굴이 반복적으로 이루어 질 것으로 예상되므로 취약지역으로 선정함,2025-12-29
경상북도,문경시,문경읍,팔영리,산246-1임,36,45,15.699,128,7,57.7,사유림,상부에서 유출구까지 붕적층대에서 침식이 진행되고 있으며 장기적으로 계류의 골이 깊어져 계류벽 토층의 지지력이 저하되어 결국 붕괴될것으로 판단되므로 취약지역으로 선정함.,2025-12-29
경상북도,문경시,문경읍,팔영리,산20임,36,45,13.499,128,8,23.6,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 유역 영향권 내 인가밀집지가 존재하나 그에 따른 사방시설물이 없어 강우시 발생가능성이 높은 산사태 및 토석류에 무방비로 노출되어 발생 시 인명 및 재산피해가 클 것으로 예상됨.,2025-12-29
경상북도,문경시,문경읍,팔영리,산155임,36,46,22.399,128,6,57.8,사유림,현재 계류 내 침식 및 퇴적물의 이동이 관찰되며 계류수로 인한 계안의 측방침식이 발생하는 것으로 보아 집중호우시 하류부에 위치한 인가 및 시설물에 퇴적물로 인한 피해가 있을 것으로 판단되므로 취약지역으로 선정함.,2025-12-29
경상북도,문경시,문경읍,관음리,산21-4 임,36,48,17.699,128,9,34.3,사유림,"본 계류는 지속적인 풍화로 인해 계류 황폐화가 유역 전반에 걸쳐 진행된 상태이며, 계류 주변부 급경사지에는 퇴적물들이 다수 분포하고 있어 지속적으로 본 계류에 유입되고 있는 상태이다. 장기적으로는 붕괴유실물들이 적치될 경우 집중호우등과 같은 외부적인 조건에 의해 계류수가 증가하면서 토석류의 형태로 발생될 가능성이 있으므로 취약지역으로 선정함.",2025-12-29
경상북도,문경시,문경읍,중평리,산45임,36,47,44.699,128,13,19.1,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 유출구하부로 다수의 인가가 존재하나 그에 따른 예방사방시설물이 없어 강우 시 발생할 수 있는 산사태 및 토석류에 무방비로 노출되어 발생 시 인명 및 재산피해가 있을 것으로 예상됨.,2025-12-29
경상북도,문경시,문경읍,중평리,산81임,36,48,2.499,128,11,48.5,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 유역 영향권 내 인가밀집지가 존재하나 그에 따른 사방시설물이 없어 강우시 발생가능성이 높은 산사태 및 토석류에 무방비로 노출되어 발생 시 인명 및 재산피해가 클 것으로 예상됨.,2025-12-29
경상북도,문경시,문경읍,용연리,산42임,36,46,40.099,128,11,39.3,사유림,본 계류는 황폐화가 진행되고 있는 유역으로 계류 내 퇴적물인 전석과 자갈이 퇴적되어 있고 부분적으로 세굴과 침식이 관측된다. 강우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부인가에 피해를 줄 수 있는 지역임.,2025-12-29
경상북도,문경시,문경읍,용연리,44-1답,36,46,30.599,128,11,26.1,사유림,본 조사지역은 황폐화가 진행 중인 유역으로 유역 영향권 내 인가밀집지가 존재하나 그에 따른 사방시설물이 없어 강우시 발생가능성이 높은 산사태 및 토석류에 무방비로 노출되어 발생 시 인명 및 재산피해가 클 것으로 예상됨.,2025-12-29
경상북도,문경시,문경읍,상리,산20-4임,36,45,2.299,128,6,20.7,사유림,"본 계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면 등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역임. 현장조사 결과, 본 계류에는 전석과 자갈이 다수 분포하고 있어, 집중호우 시 계류수의 유속과 유량이 증가할 경우 하부로 퇴적물이 유입될 가능성이 있음에 따라서 취약지역으로 선정함.",2025-12-29
경상북도,문경시,산북면,거산리,507-8구,36,43,27.405,128,14,44.401,사유림,"집중 호우 시 산악지의 위험사면 등에서 산사태가 발생한 지역으로 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 추가적인 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 산지사방등 적절한 대책이 마련되어야 할 것으로 판단됨""",2025-12-29
경상북도,문경시,산북면,종곡리,산17임,36,42,9.532,128,16,23.798,사유림,"계류내에 전석분포비율이 낮으며, 붕괴지가 관찰되지는 않지만 지속적인 풍화로 인해서 일부 구간 황폐화가 이루어진 상태로 집중호우시 우수의 흐름에 의해 토사가 유출될 수 있다. 그러나 이를 미연에 방지하거나 방호할 수 있도록 기슭막이나 골막이, 바닥막이 등 계류보전설치가 적절하다고 판단됨.",2025-12-29
경상북도,문경시,산북면,가곡리,494임,36,40,30.699,128,17,38.5,사유림,일부구간 붕괴지가 관찰되며 전석분포비율이 다소 높게 나타나있다. 이런지형의 경우 강우 시 계류수가 증가하고 퇴적물이 쌓여 산악지의 위험사면등에서 산사태가 발생하거나 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요하여 취약지역으로 선정함.,2025-12-29
경상북도,문경시,문경읍,평천리,산71-1임,36,47,59.241,128,6,57.39,사유림,일부구간 붕괴지가 관찰되며 전석분포비율이 다소 높게 나타나있다. 이런지형의 경우 강우 시 계류수가 증가하고 퇴적물이 쌓여 산악지의 위험사면등에서 산사태가 발생하거나 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요하여 취약지역으로 선정함.,2025-12-29
경상북도,문경시,문경읍,평천리,산7-1임,36,47,24.399,128,8,43.8,사유림,"계류수가 항시존재하며 지속적인 풍화작용으로 계류 내 붕괴가 발생한 구간이 관찰되며, 일부 노출된 암반구간의 사면에는 절리면이 이완되어 낙석이 발생하였다. 이런 상황에서 강우시 더욱 피해가 커질 수 있기 때문에 이를 미연에 방지해야 한다고 판단하여 취약지역으로 선정함.",2025-12-29
경상북도,문경시,문경읍,평천리,산18-2임,36,47,37.699,128,8,30,사유림,"유출구 하부는 계류보전이 되어 있으나 계류내 대규모 전석이 다수 분포하며 계류의 평균 경사가 급해 강우 시 유량이 많고 유속이 빠른 지역으로 보인다. 또한 계류상류부 계상에 전석 분포 비율이 높고, 계안의 풍화심도가 깊고 상부 위험사면으로 균열이 관측이 되며, 상부위험사변 주변에 분포하고 있는 식생이 중경목의 침엽수로 이루어진 재해의 위험이 있는 지역임.",2025-12-29
경상북도,문경시,흥덕동,,산4-1임,36,36,42.499,128,12,10.3,사유림,"계류내에 전석분포비율이 낮지만 붕괴지가 관찰되며 지속적인 풍화로 인해서 일부 구간 황폐화가 이루어진 상태로 집중호우시 우수의 흐름에 의해 토사가 유출될 수 있다. 그러나 이를 미연에 방지하거나 방호할 수 있도록 기슭막이나 골막이, 바닥막이 등 계류보전설치가 적절하다고 판단됨.",2025-12-29
경상북도,문경시,동로면,수평리,산75임,36,44,44.447,128,17,9.082,사유림,"계류 주변부의 사면에서 침식이 발달한 불안정한 지역으로 계류내 자갈, 모래 비율이 높고 상부 사면에서 산사태 발생 시 계류의 통수능 감소로 인해 하부에 위치한 인가 등에 피해가 우려됨. 특히 계류 하부로 하부인가가 다수  위치하고 있어 집중호우 시 하부 인가로의 피해발생이 우려됨.",2025-12-29
경상북도,문경시,동로면,수평리,산68임,36,44,44.999,128,17,37.6,사유림,본 유역의 계류의 폭이 협소하고 안정적이나 계류 내 세굴이 진행중인것으로 보아 집중호우 시 계류수의 흐름을 통하여 퇴적물의 원활한 흐름과 계류수의 배수를 위한 계류보전 사업이 필요할 것으로 판단됨.,2025-12-29
경상북도,문경시,동로면,수평리,산63임,36,44,11.544,128,17,38.824,사유림,"계류에 계류수가 존재하지 않으나 퇴적지 및 다량의 유목과 유송잡물이 존재하는 것으로 보아 집중호우 시 빗물에 의한 사면침식 및 계상침식이 예상되며, 다량의 퇴적물로 인하여 토석류 발생가능성이 높을 것이라고 판단됨.",2025-12-29
경상북도,문경시,동로면,명전리,949구,36,50,50.443,128,14,59.137,사유림,계류 주변부의 사면으로부터 자갈 및 모래 등의 퇴적물들이 계류 양안에서 계류로 지속적으로 유입되고 있어 장마철이나 집중호우 시 토석류발생의 위험이 있다고 생각되며 자갈 등의 퇴적물들이 다수 분포되어 있어 계류수가 상시 흐르고 있어 호우 시 산사태 및 토석류 발생의 위험이 있어 유출구 하부 인가로의 인명 및 재산의 피해발생이 우려됨.,2025-12-29
경상북도,문경시,문경읍,중평리,산102임,36,48,17.192,128,11,7.364,사유림,"계류 내 퇴적물이 다량 존재하고, 사면 및 계상에 침식 및 세굴이 존재하는 것으로 보아 집중호우 시 토석류 및 산사태 발생 가능성이 높을 것이라고 판단되어 사방댐 및 계류보전을 통하여 유출구 하부 인가 피해를 예방 및 최소화 하여야 한다고 판단됨.",2025-12-29
경상북도,문경시,동로면,간송리,1141구,36,44,22.799,128,18,32.4,사유림,"본 계류는 황폐화가 진행되고 있는 유역으로 계류내 퇴적물인 전석과 자갈이 퇴적되어 있고, 현재 부분적으로 세굴과 침식이 관측됨, 계류내에 용수가 존재하여 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,문경읍,요성리,153답,36,44,23.599,128,7,57.3,사유림,"침식 및 세굴이 관찰되며, 호우 시 빗물에 의한 사면에서의 침식 및 계상에서의 세굴현상이 발생한 것으로 판단됨. 사면경사가 급하지 않고, 식생의 활착상태가 양호하여 비교적 안정한 형태를 보이지만, 계류 상부에 퇴적물이 관찰되며, 계류 폭이 협소하여 계류수가 이동할 수 있는 통수능이 좁아 범람의 위험이 있음.",2025-12-29
경상북도,문경시,산북면,석봉리,493전,36,43,23.055,128,12,37.615,사유림,조사지 계류의 폭이 협소하고 안정적이나 계류 내 세굴이 진행중인것으로 보아 집중호우 시 계류수의 흐름을 통하여 퇴적물의 원활한 흐름과 계류수의 배수를 위한 계류보전 사업이 필요할 것으로 판단됨.,2025-12-29
경상북도,문경시,문경읍,중평리,산92-1임,36,48,5.919,128,11,22.737,사유림,조사대상지 사면이 경사가 급하고 사면에서 생산되는 토사유출을 방지하고 산각을 고정하여 하부에 위치한 인가 및 시설물에 피해를 예방을 하기 위하여 산지사방사업이 필요하다고 판단됨.,2025-12-29
경상북도,문경시,문경읍,용연리,143 전,36,46,37.199,128,10,43.8,사유림,"본 조사대상지 내 사면 일부 식생이 계류방향으로 전도되어 있어 잠재적인 위험성을 가지고 있음으로 판단되어 집중호우 시 재산 및 인명피해가 우려되는 지역이며, 계류 내 전석 및 자갈의 분포는 상대적으로 낮지만 계류 내 유수로 인한 지속적인 침식 및 세굴이 반복적으로 이루어 질 것으로 예상되어 계류보전 사업을 통하여 이를 예방하는 것이 적절할 것으로 판단됨",2025-12-29
경상북도,문경시,동로면,적성리,산154임,36,46,37.759,128,17,32.807,사유림,"계류에 계류수가 존재하지 않으나 퇴적지 및 다량의 유목과 유송잡물이 존재하는 것으로 보아 집중호우 시 빗물에 의한 사면침식 및 계상침식이 예상되며, 다량의 퇴적물로 인하여 토석류 발생가능성이 높을 것이라고 판단됨.",2025-12-29
경상북도,문경시,산북면,호암리,501구,36,46,2.699,128,13,44,사유림,"본 계류는 황폐화가 진행되고 있는 유역으로 계류내 퇴적물인 전석과 자갈이 퇴적되어 있으며, 유출구 지점으로부터 309.5m 지점까지 좌측 계안이 1곳, 우측 계안이 1곳의 붕괴가 발생한 상태이며, 계류내에 용수가 존재하여 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임",2025-12-29
경상북도,문경시,산북면,창구리,349구,36,45,52.401,128,15,18.246,사유림,"본 계류는 황폐화가 진행되고 있는 유역으로 계류내 퇴적물인 전석과 자갈이 퇴적되어 있으며, 유출구 지점으로부터 279.6m 지점까지 좌측 계안이 2곳, 우측 계안이 2곳의 붕괴가 발생한 상태이며, 계류내에 용수가 존재하여 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임",2025-12-29
경상북도,문경시,산북면,창구리,산20임,36,45,50.299,128,15,13.8,사유림,"계류의 하방, 측방 침식에 매우 취약한 형태를 보이고 있으며 현재 세굴 등으로 인한 소규모 토사 유출현상이 관찰되며, 좌안 사면의 불안정으로 계류보전 및 산지사방사업을 통해 주변 침식현상을 방지하는 것이 피해를 사전에 예방할 수 있는 적절한 대책이라 판단됨.",2025-12-29
경상북도,문경시,문경읍,용연리,113-1대,36,46,25.894,128,10,47.73,사유림,"계류의 하방, 측방 침식에 매우 취약한 형태를 보이고 있으며 현재 세굴 등으로 인한 소규모 토사 유출현상이 확인되었으며 위험도는 낮으나 장기적인 측면을 고려한다면 세굴로 인한 계류 주변 사면의 하부 지지력을 저하시켜 붕괴로 이어질 가능성이 높음. 따라서 계류보전 사업을 통하여 주변 침식현상을 방지하는 것이 피해를 사전에 예방할 수 있는 적절한 대책이라 사료됨",2025-12-29
경상북도,문경시,동로면,마광리,804구,36,41,15.399,128,18,42.7,사유림,"계류 주변부의 사면에서 침식이 발달한 불안정한 지역으로 계류내 자갈, 모래 비율이 높고 상부 사면에서 산사태 발생 시 계류의 통수능 감소로 인해 하부에 위치한 인가 등에 피해가 우려됨. 특히 계류 하부로 하부인가가 다수  위치하고 있어 집중호우 시 하부 인가로의 피해발생이 우려됨.",2025-12-29
경상북도,문경시,동로면,수평리,681답,36,44,10.499,128,17,27.1,사유림,"본 계류는 경사가 완만하며, 상부를 따라 부분적으로 계류보전이 이루어져 있어 비교적 안정한 지역으로 사료되나 용수가 상시 존재하고 있어 호우시 유량이 많을 것으로 예상이 됨. 부분적으로 침식이 관측되고 사방시설물이 확인되나 일부 붕괴흔적이 확인됨.",2025-12-29
경상북도,문경시,동로면,석항리,1329구,36,46,35.299,128,21,12.3,사유림,"본 계류는 경사가 완만하며, 상부를 따라 부분적으로 계류보전이 이루어져 있어 비교적 안정한 지역으로 사료되나 용수가 상시 존재하고 있어 호우시 유량이 많을 것으로 예상이 됨. 부분적으로 침식이 관측되고 계류내 퇴적물이 쌓여있어 향후 피해요소로 작용할수 있음.",2025-12-29
경상북도,문경시,문경읍,진안리,산39-1 도,36,44,19.999,128,4,52,사유림,본 계류 유출구에는 하부 78 개소의 인가가 분포하고 있어 집중 호우 시 산악지의 위험사면 등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산 피해 가능성이 있으므로 장기적으로는 유실물이 인가 쪽에 유입되어 피해를 줄 수 있는 것으로 조사되었다. 그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 적절한 대책이 마련되어야 할 것으로 판단됨,2025-12-29
경상북도,문경시,문경읍,마원리,산87임,36,43,29.899,128,5,33.3,사유림,"황폐화가 진행되고 있는 유역으로 기반암 하상 위에 전석과 자갈이 퇴적되어 있으며, 유출구 지점으로부터 218m 지점까지 좌측 계안이 1개소의 붕괴가 발생한 상태이며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,문경읍,마원리,927구,36,43,11.799,128,5,37.8,사유림,계류 내에 물이 흐르고 있어 우기시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.,2025-12-29
경상북도,문경시,가은읍,원북리,602천,36,42,3.099,128,1,11.8,사유림,"황폐화가 진행되고 있는 유역으로 기반암 하상 위에 전석과 자갈이 퇴적되어 있으며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,가은읍,상괴리,산64-1임,36,39,35.099,128,1,16.2,사유림,"""전반적으로 비교적 안정적인 계류로 유출구 하부는 계류보전지로 연결되나 계류수가 상시 존재하고 있고 유출구 상부방향으로는 배수시설이 갖추어지지 않아 집중 호우 시 유량이 많을 것으로 예상이 되고 부분적으로 침식이 관측되며 월류 가능성이 확인되는 지역임.""",2025-12-29
경상북도,문경시,가은읍,왕능리,산51-2임,36,38,56.499,128,3,24.5,사유림,전반적으로 비교적 안정적인 계류로 사료되나 배수시설이 갖추어지지 않아 집중 호우 시 유량이 많을 것으로 예상이 되고 부분적으로 침식이 관측되며 월류 가능성이 확인되는 지역임.,2025-12-29
경상북도,문경시,가은읍,왕능리,산27임,36,38,53.551,128,4,37.733,사유림,전반적으로 비교적 안정적인 계류로 사료되나 계류수가 상시 존재하고 있고 배수시설이 갖추어지지 않아 집중 호우 시 유량이 많을 것으로 예상이 되고 부분적으로 침식이 관측되며 월류 가능성이 확인되는 지역임.,2025-12-29
경상북도,문경시,가은읍,작천리,854-4구,36,38,55.099,128,1,46.4,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 183.6m 지점까지 좌측 계안이 2개소의 붕괴가 발생한 상태이며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,가은읍,갈전리,산47임,36,37,55.699,128,4,22.3,사유림,"기반암 노출이 확인되며, 상부를 따라 부분적으로 계류보전이 이루어져 있어 비교적 안정한 지역으로 사료되나 계류수가 상시 존재하고 있어 집중 호우 시 유량이 많을 것으로 예상이 되고 부분적으로 침식이 관측되며 부분 월류 가능성이 확인되는 지역임.",2025-12-29
경상북도,문경시,가은읍,갈전리,산190구,36,37,38.499,128,3,41.3,사유림,"계류 내 퇴적물들이 산재되어 있으며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,산양면,반곡리,산39임,36,36,50.908,128,13,18.789,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 153.3m 지점까지 좌측 계안이 1개소, 우측 계안이 1개소의 붕괴가 발생한 상태이며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,문경읍,상초리,산1임,36,45,27.637,128,4,50.519,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 162.9m 지점까지 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,문경읍,진안리,196-6과,36,44,26.956,128,5,12.797,사유림,본 계류 유출구에는 하부 36 개소의 인가가 분포하고 있어 집중 호우 시 산악지의 위험사면 등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산 피해 가능성이 있으므로 장기적으로는 유실물이 인가 쪽에 유입되어 피해를 줄 수 있는 것으로 조사되었다. 그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 적절한 대책이 마련되어야 할 것으로 판단됨,2025-12-29
경상북도,문경시,문경읍,교촌리,산17임,36,44,41.1,128,6,39.417,사유림,집중 호우 시 유량이 많을 것으로 예상이 되나 배수시설이 없어 계류 내 부분적으로 침식이 관측되며 부분 월류 가능성이 확인되는 지역임.,2025-12-29
경상북도,문경시,문경읍,교촌리,322종,36,44,33.816,128,6,48.86,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 219.6m 지점까지 좌측 계안이 1개소, 우측 계안이 1개소의 붕괴가 발생한 상태이며, 계류 내에 물이 흐르고 있어 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,문경읍,진안리,산12-2임,36,44,10.519,128,5,41.938,사유림,본 계류 유출구에는 하부 32 개소의 인가가 분포하고 있어 집중 호우 시 산악지의 위험사면 등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산 피해 가능성이 있으므로 장기적으로는 유실물이 인가 쪽에 유입되어 피해를 줄 수 있는 것으로 조사되었다. 그러나 이를 미연에 방지하거나 방호할 수 있는 시설물이 유출구 부근에는 부재한 상태로 산사태나 토석류에 의한 피해가 발생할 수 있음에 따라 적절한 대책이 마련되어야 할 것으로 판단됨,2025-12-29
경상북도,문경시,산양면,위만리,515-4구,36,39,9.41,128,18,16.838,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 169.2m 지점까지 좌측 계안이 2개소, 우측 계안이 2개소의 붕괴가 발생한 상태이며, 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,산양면,위만리,산10임,36,39,10.989,128,18,25.54,사유림,전반적으로 비교적 안정적인 계류로 사료되나 배수시설이 갖추어지지 않아 집중 호우 시 유량이 많을 것으로 예상이 되고 부분적으로 침식이 관측되며 월류 가능성이 확인되는 지역임.,2025-12-29
경상북도,문경시,동로면,생달리,산69-1 임,36,48,41.599,128,15,36.8,사유림,"계류 전구간에 걸쳐 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 161m 지점까지 좌측 계안이 2개소, 우측 계안이 1개소의 붕괴가 발생한 상태이며, 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,동로면,생달리,산 60-1 도,36,48,6.799,128,15,23,사유림,"황폐화가 진행되고 있는 유역으로 계류 내 퇴적물들이 산재되어 있으며, 유출구 지점으로부터 113.7m 지점까지 대규모 전석이 다수 분포하여 집중 호우 시 유량이 상당히 많을 것으로 예상이 되며 상부사면에서 붕괴된 퇴적물이 물과 함께 빠르게 이동되어 계류 하부 인가에 피해를 줄 수 있는 지역임.",2025-12-29
경상북도,문경시,동로면,생달리,622-1천,36,47,15.999,128,15,52.6,사유림,"본 계류에 붕괴구간이 발생한 구역과 이로 인해 유실물이 지속적으로 유입되어 장기적으로 토석류가 발생되어 하부 인가에 피해가 우려되는 구역을  취약구역으로 설정함. 또한, 이와 같은 요인이 장기적으로 누적되어 산사태나 토석류의 형태로 발생할 경우 하부 인가에 피해가 발생할 수 있는 피해범위와 퇴적물 확산구역을 취약지역으로 추가설정함.",2025-12-29
